drug_1_rxnorn_id,drug_1_concept_name,drug_2_rxnorm_id,drug_2_concept_name,condition_meddra_id,condition_concept_name,A,B,C,D,PRR,PRR_error,mean_reporting_frequency
10355,Temazepam,136411,sildenafil,10003988,Back pain,11,145,16,1544,6.875,0.382567,0.0705128
10355,Temazepam,136411,sildenafil,10028391,Musculoskeletal pain,1,155,7,1553,1.42857,1.06574,0.00641026
10355,Temazepam,136411,sildenafil,10028836,Neck pain,1,155,6,1554,1.66667,1.07685,0.00641026
10355,Temazepam,136411,sildenafil,10033425,Pain in extremity,8,148,29,1531,2.75862,0.390425,0.0512821
10355,Temazepam,136411,sildenafil,10052904,Musculoskeletal stiffness,2,154,6,1554,3.33333,0.812167,0.0128205
10355,Temazepam,136411,sildenafil,10027452,Metastases to bone,2,154,2,1558,10.0,0.996468,0.0128205
10355,Temazepam,136411,sildenafil,10051398,Malignant neoplasm progression,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10028997,Neoplasm malignant,4,152,10,1550,4.0,0.585618,0.025641
10355,Temazepam,136411,sildenafil,10061309,Neoplasm progression,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10060862,Prostate cancer,2,154,3,1557,6.66667,0.909001,0.0128205
10355,Temazepam,136411,sildenafil,10008190,Cerebrovascular accident,1,155,20,1540,0.5,1.02125,0.00641026
10355,Temazepam,136411,sildenafil,10042316,Subarachnoid haemorrhage,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10014625,Encephalopathy,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10019211,Headache,16,140,41,1519,3.90244,0.282558,0.102564
10355,Temazepam,136411,sildenafil,10027599,Migraine,4,152,5,1555,8.0,0.665544,0.025641
10355,Temazepam,136411,sildenafil,10012271,Dementia Alzheimer's type,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10027175,Memory impairment,2,154,13,1547,1.53846,0.754899,0.0128205
10355,Temazepam,136411,sildenafil,10027374,Mental impairment,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10013916,Dyskinesia,2,154,4,1556,5.0,0.861945,0.0128205
10355,Temazepam,136411,sildenafil,10015832,Extrapyramidal disorder,2,154,7,1553,2.85714,0.797374,0.0128205
10355,Temazepam,136411,sildenafil,10043118,Tardive dyskinesia,2,154,7,1553,2.85714,0.797374,0.0128205
10355,Temazepam,136411,sildenafil,10044565,Tremor,2,154,16,1544,1.25,0.745284,0.0128205
10355,Temazepam,136411,sildenafil,10049848,Balance disorder,1,155,6,1554,1.66667,1.07685,0.00641026
10355,Temazepam,136411,sildenafil,10050256,Dysstasia,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10010305,Confusional state,3,153,22,1538,1.36364,0.609702,0.0192308
10355,Temazepam,136411,sildenafil,10012373,Depressed level of consciousness,3,153,6,1554,5.0,0.702103,0.0192308
10355,Temazepam,136411,sildenafil,10024855,Loss of consciousness,3,153,7,1553,4.28571,0.684937,0.0192308
10355,Temazepam,136411,sildenafil,10039897,Sedation,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10041349,Somnolence,3,153,15,1545,2.0,0.626856,0.0192308
10355,Temazepam,136411,sildenafil,10011469,Crying,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10013395,Disorientation,1,155,9,1551,1.11111,1.05074,0.00641026
10355,Temazepam,136411,sildenafil,10035551,Pleocytosis,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10038743,Restlessness,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10006784,Burning sensation,2,154,9,1551,2.22222,0.777213,0.0128205
10355,Temazepam,136411,sildenafil,10033775,Paraesthesia,5,151,11,1549,4.54545,0.532783,0.0320513
10355,Temazepam,136411,sildenafil,10020937,Hypoaesthesia,4,152,17,1543,2.35294,0.549338,0.025641
10355,Temazepam,136411,sildenafil,10029223,Neuralgia,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10013887,Dysarthria,1,155,6,1554,1.66667,1.07685,0.00641026
10355,Temazepam,136411,sildenafil,10046543,Urinary incontinence,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10029331,Neuropathy peripheral,5,151,8,1552,6.25,0.563869,0.0320513
10355,Temazepam,136411,sildenafil,10010904,Convulsion,1,155,23,1537,0.434783,1.01805,0.00641026
10355,Temazepam,136411,sildenafil,10000125,Abnormal dreams,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10022437,Insomnia,11,145,24,1536,4.58333,0.354294,0.0705128
10355,Temazepam,136411,sildenafil,10062519,Poor quality sleep,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10041549,Spinal cord compression,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10036556,Pregnancy,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10002855,Anxiety,15,141,34,1526,4.41176,0.298374,0.0961538
10355,Temazepam,136411,sildenafil,10029216,Nervousness,2,154,5,1555,4.0,0.832435,0.0128205
10355,Temazepam,136411,sildenafil,10042209,Stress,1,155,8,1552,1.25,1.05733,0.00641026
10355,Temazepam,136411,sildenafil,10029898,Obsessive-compulsive disorder,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10033664,Panic attack,2,154,4,1556,5.0,0.861945,0.0128205
10355,Temazepam,136411,sildenafil,10037999,Reading disorder,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10012378,Depression,12,144,30,1530,4.0,0.331082,0.0769231
10355,Temazepam,136411,sildenafil,10057840,Major depression,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10002511,Anhedonia,4,152,5,1555,8.0,0.665544,0.025641
10355,Temazepam,136411,sildenafil,10012374,Depressed mood,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10019075,"Hallucination, visual",1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10026749,Mania,1,155,3,1557,3.33333,1.15164,0.00641026
10355,Temazepam,136411,sildenafil,10002368,Anger,1,155,3,1557,3.33333,1.15164,0.00641026
10355,Temazepam,136411,sildenafil,10014551,Emotional disorder,2,154,3,1557,6.66667,0.909001,0.0128205
10355,Temazepam,136411,sildenafil,10049119,Emotional distress,4,152,8,1552,5.0,0.606588,0.025641
10355,Temazepam,136411,sildenafil,10027940,Mood altered,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10027951,Mood swings,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10001488,Aggression,1,155,8,1552,1.25,1.05733,0.00641026
10355,Temazepam,136411,sildenafil,10033864,Paranoia,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10048294,Mental status changes,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10013654,Drug abuse,1,155,5,1555,2.0,1.09222,0.00641026
10355,Temazepam,136411,sildenafil,10013663,Drug dependence,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10065679,Intentional drug misuse,1,155,7,1553,1.42857,1.06574,0.00641026
10355,Temazepam,136411,sildenafil,10061461,Erectile dysfunction,11,145,4,1556,27.5,0.577804,0.0705128
10355,Temazepam,136411,sildenafil,10024419,Libido decreased,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10029412,Nightmare,1,155,5,1555,2.0,1.09222,0.00641026
10355,Temazepam,136411,sildenafil,10040984,Sleep disorder,3,153,5,1555,6.0,0.725453,0.0192308
10355,Temazepam,136411,sildenafil,10042458,Suicidal ideation,3,153,6,1554,5.0,0.702103,0.0192308
10355,Temazepam,136411,sildenafil,10042464,Suicide attempt,3,153,5,1555,6.0,0.725453,0.0192308
10355,Temazepam,136411,sildenafil,10038428,Renal disorder,2,154,1,1559,20.0,1.22186,0.0128205
10355,Temazepam,136411,sildenafil,10038435,Renal failure,6,150,12,1548,5.0,0.492898,0.0384615
10355,Temazepam,136411,sildenafil,10038436,Renal failure acute,4,152,14,1546,2.85714,0.560694,0.025641
10355,Temazepam,136411,sildenafil,10038444,Renal failure chronic,3,153,2,1558,15.0,0.909001,0.0192308
10355,Temazepam,136411,sildenafil,10062237,Renal impairment,1,155,5,1555,2.0,1.09222,0.00641026
10355,Temazepam,136411,sildenafil,10038540,Renal tubular necrosis,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10013990,Dysuria,3,153,2,1558,15.0,0.909001,0.0192308
10355,Temazepam,136411,sildenafil,10036018,Pollakiuria,3,153,3,1557,10.0,0.812167,0.0192308
10355,Temazepam,136411,sildenafil,10046555,Urinary retention,3,153,2,1558,15.0,0.909001,0.0192308
10355,Temazepam,136411,sildenafil,10018867,Haematuria,2,154,4,1556,5.0,0.861945,0.0128205
10355,Temazepam,136411,sildenafil,10029148,Nephrolithiasis,2,154,4,1556,5.0,0.861945,0.0128205
10355,Temazepam,136411,sildenafil,10009033,Chronic obstructive pulmonary disease,5,151,3,1557,16.6667,0.725453,0.0320513
10355,Temazepam,136411,sildenafil,10047924,Wheezing,1,155,3,1557,3.33333,1.15164,0.00641026
10355,Temazepam,136411,sildenafil,10003598,Atelectasis,4,152,2,1558,20.0,0.861945,0.025641
10355,Temazepam,136411,sildenafil,10014561,Emphysema,3,153,1,1559,30.0,1.15164,0.0192308
10355,Temazepam,136411,sildenafil,10022611,Interstitial lung disease,2,154,7,1553,2.85714,0.797374,0.0128205
10355,Temazepam,136411,sildenafil,10025102,Lung infiltration,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10035598,Pleural effusion,3,153,8,1552,3.75,0.671775,0.0192308
10355,Temazepam,136411,sildenafil,10064911,Pulmonary arterial hypertension,3,153,2,1558,15.0,0.909001,0.0192308
10355,Temazepam,136411,sildenafil,10037400,Pulmonary hypertension,4,152,3,1557,13.3333,0.759132,0.025641
10355,Temazepam,136411,sildenafil,10037377,Pulmonary embolism,1,155,10,1550,1.0,1.04544,0.00641026
10355,Temazepam,136411,sildenafil,10021143,Hypoxia,8,148,3,1557,26.6667,0.671775,0.0512821
10355,Temazepam,136411,sildenafil,10011224,Cough,5,151,27,1533,1.85185,0.479568,0.0320513
10355,Temazepam,136411,sildenafil,10036790,Productive cough,1,155,3,1557,3.33333,1.15164,0.00641026
10355,Temazepam,136411,sildenafil,10037394,Pulmonary haemorrhage,3,153,1,1559,30.0,1.15164,0.0192308
10355,Temazepam,136411,sildenafil,10001053,Acute respiratory failure,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10038683,Respiratory disorder,1,155,7,1553,1.42857,1.06574,0.00641026
10355,Temazepam,136411,sildenafil,10039101,Rhinorrhoea,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10041235,Snoring,1,155,3,1557,3.33333,1.15164,0.00641026
10355,Temazepam,136411,sildenafil,10028735,Nasal congestion,2,154,6,1554,3.33333,0.812167,0.0128205
10355,Temazepam,136411,sildenafil,10015090,Epistaxis,1,155,6,1554,1.66667,1.07685,0.00641026
10355,Temazepam,136411,sildenafil,10040742,Sinus congestion,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10040867,Skin hypertrophy,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10040829,Skin discolouration,2,154,1,1559,20.0,1.22186,0.0128205
10355,Temazepam,136411,sildenafil,10040882,Skin lesion,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10015150,Erythema,2,154,13,1547,1.53846,0.754899,0.0128205
10355,Temazepam,136411,sildenafil,10037087,Pruritus,3,153,31,1529,0.967742,0.598782,0.0192308
10355,Temazepam,136411,sildenafil,10037844,Rash,4,152,29,1531,1.37931,0.526718,0.025641
10355,Temazepam,136411,sildenafil,10037867,Rash macular,1,155,3,1557,3.33333,1.15164,0.00641026
10355,Temazepam,136411,sildenafil,10040943,Skin ulcer,2,154,5,1555,4.0,0.832435,0.0128205
10355,Temazepam,136411,sildenafil,10061114,Economic problem,5,151,1,1559,50.0,1.09222,0.0320513
10355,Temazepam,136411,sildenafil,10048921,Alcohol use,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10013050,Disability,4,152,1,1559,40.0,1.11488,0.025641
10355,Temazepam,136411,sildenafil,10049564,Impaired driving ability,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10052302,Impaired work ability,1,155,3,1557,3.33333,1.15164,0.00641026
10355,Temazepam,136411,sildenafil,10061111,Drug abuser,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10056407,Refusal of treatment by patient,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10049414,Treatment noncompliance,1,155,3,1557,3.33333,1.15164,0.00641026
10355,Temazepam,136411,sildenafil,10066152,Transfusion,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10008611,Cholecystectomy,2,154,2,1558,10.0,0.996468,0.0128205
10355,Temazepam,136411,sildenafil,10000220,Abortion induced,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10054112,Hospitalisation,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10053762,Off label use,3,153,21,1539,1.42857,0.611475,0.0192308
10355,Temazepam,136411,sildenafil,10057677,Transplant,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10009192,Circulatory collapse,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10040560,Shock,1,155,5,1555,2.0,1.09222,0.00641026
10355,Temazepam,136411,sildenafil,10021097,Hypotension,12,144,17,1543,7.05882,0.367567,0.0769231
10355,Temazepam,136411,sildenafil,10043607,Thrombosis,1,155,8,1552,1.25,1.05733,0.00641026
10355,Temazepam,136411,sildenafil,10051055,Deep vein thrombosis,6,150,14,1546,4.28571,0.48067,0.0384615
10355,Temazepam,136411,sildenafil,10059245,Angiopathy,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10018852,Haematoma,3,153,3,1557,10.0,0.812167,0.0192308
10355,Temazepam,136411,sildenafil,10055798,Haemorrhage,3,153,11,1549,2.72727,0.645903,0.0192308
10355,Temazepam,136411,sildenafil,10020772,Hypertension,9,147,25,1535,3.6,0.379552,0.0576923
10355,Temazepam,136411,sildenafil,10070863,Toxicity to various agents,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10071014,Exposed bone in jaw,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10064658,Osteonecrosis of jaw,4,152,2,1558,20.0,0.861945,0.025641
10355,Temazepam,136411,sildenafil,10035226,Plasma cell myeloma,3,153,1,1559,30.0,1.15164,0.0192308
7781,Oxazepam,9863,Sodium Chloride,10024384,Leukopenia,1,34,1,349,10.0,1.40306,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10043071,Tachycardia,2,33,1,349,20.0,1.21185,0.0571429
7781,Oxazepam,9863,Sodium Chloride,10042772,Syncope,1,34,3,347,3.33333,1.14101,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10013968,Dyspnoea,2,33,15,335,1.33333,0.7316,0.0571429
7781,Oxazepam,9863,Sodium Chloride,10008469,Chest discomfort,1,34,4,346,2.5,1.10389,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10020993,Hypoglycaemia,2,33,2,348,10.0,0.98416,0.0571429
7781,Oxazepam,9863,Sodium Chloride,10030041,Ocular hyperaemia,1,34,1,349,10.0,1.40306,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10000173,Abnormal sensation in eye,1,34,1,349,10.0,1.40306,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10017888,Gastroenteritis,1,34,1,349,10.0,1.40306,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10012735,Diarrhoea,4,31,6,344,6.66667,0.620676,0.114286
7781,Oxazepam,9863,Sodium Chloride,10000081,Abdominal pain,1,34,5,345,2.0,1.081,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10013950,Dysphagia,1,34,2,348,5.0,1.21185,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10028813,Nausea,1,34,18,332,0.555556,1.01199,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10037660,Pyrexia,2,33,7,343,2.85714,0.781939,0.0571429
7781,Oxazepam,9863,Sodium Chloride,10011906,Death,1,34,12,338,0.833333,1.02562,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10003549,Asthenia,1,34,3,347,3.33333,1.14101,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10016322,Feeling abnormal,1,34,3,347,3.33333,1.14101,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10049438,General physical health deterioration,2,33,3,347,6.66667,0.895491,0.0571429
7781,Oxazepam,9863,Sodium Chloride,10042674,Swelling,1,34,2,348,5.0,1.21185,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10033371,Pain,1,34,7,343,1.42857,1.05424,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10013710,Drug interaction,1,34,7,343,1.42857,1.05424,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10013709,Drug ineffective,1,34,13,337,0.769231,1.02249,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10019663,Hepatic failure,1,34,1,349,10.0,1.40306,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10046735,Urticaria,1,34,4,346,2.5,1.10389,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10007882,Cellulitis,1,34,2,348,5.0,1.21185,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10061043,Clostridial infection,1,34,1,349,10.0,1.40306,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10021789,Infection,1,34,5,345,2.0,1.081,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10035664,Pneumonia,2,33,5,345,4.0,0.817662,0.0571429
7781,Oxazepam,9863,Sodium Chloride,10040047,Sepsis,1,34,4,346,2.5,1.10389,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10016173,Fall,1,34,10,340,1.0,1.03372,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10005191,Blister,2,33,1,349,20.0,1.21185,0.0571429
7781,Oxazepam,9863,Sodium Chloride,10064355,Incorrect dose administered,1,34,1,349,10.0,1.40306,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10064353,Wrong technique in drug usage process,3,32,3,347,10.0,0.797018,0.0857143
7781,Oxazepam,9863,Sodium Chloride,10019303,Heart rate increased,1,34,1,349,10.0,1.40306,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10005750,Blood pressure increased,1,34,4,346,2.5,1.10389,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10033318,Oxygen saturation decreased,1,34,1,349,10.0,1.40306,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10006825,C-reactive protein increased,1,34,2,348,5.0,1.21185,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10005483,Blood creatinine increased,2,33,2,348,10.0,0.98416,0.0571429
7781,Oxazepam,9863,Sodium Chloride,10038695,Respiratory failure,1,34,2,348,5.0,1.21185,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10061428,Decreased appetite,2,33,4,346,5.0,0.847686,0.0571429
7781,Oxazepam,9863,Sodium Chloride,10021036,Hyponatraemia,1,34,2,348,5.0,1.21185,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10031264,Osteonecrosis,1,34,1,349,10.0,1.40306,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10033425,Pain in extremity,1,34,5,345,2.0,1.081,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10001854,Altered state of consciousness,1,34,1,349,10.0,1.40306,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10038435,Renal failure,1,34,2,348,5.0,1.21185,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10038436,Renal failure acute,1,34,3,347,3.33333,1.14101,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10037383,Pulmonary fibrosis,1,34,2,348,5.0,1.21185,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10025082,Lung disorder,1,34,1,349,10.0,1.40306,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10037087,Pruritus,1,34,4,346,2.5,1.10389,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10049414,Treatment noncompliance,1,34,1,349,10.0,1.40306,0.0285714
7781,Oxazepam,9863,Sodium Chloride,10053762,Off label use,1,34,2,348,5.0,1.21185,0.0285714
161,Acetaminophen,1546438,glycopyrronium,10002034,Anaemia,1,22,2,228,5.0,1.20506,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10029354,Neutropenia,1,22,2,228,5.0,1.20506,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10006093,Bradycardia,2,21,1,229,20.0,1.20506,0.0869565
161,Acetaminophen,1546438,glycopyrronium,10013968,Dyspnoea,3,20,8,222,3.75,0.640708,0.130435
161,Acetaminophen,1546438,glycopyrronium,10020635,Hyperglycaemia,1,22,1,229,10.0,1.3972,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10012735,Diarrhoea,3,20,5,225,6.0,0.696783,0.130435
161,Acetaminophen,1546438,glycopyrronium,10000081,Abdominal pain,3,20,1,229,30.0,1.1338,0.130435
161,Acetaminophen,1546438,glycopyrronium,10028813,Nausea,3,20,6,224,5.0,0.672439,0.130435
161,Acetaminophen,1546438,glycopyrronium,10003549,Asthenia,2,21,2,228,10.0,0.975794,0.0869565
161,Acetaminophen,1546438,glycopyrronium,10016256,Fatigue,3,20,6,224,5.0,0.672439,0.130435
161,Acetaminophen,1546438,glycopyrronium,10009866,Cold sweat,1,22,1,229,10.0,1.3972,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10010264,Condition aggravated,1,22,2,228,5.0,1.20506,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10049438,General physical health deterioration,3,20,2,228,15.0,0.886288,0.130435
161,Acetaminophen,1546438,glycopyrronium,10013710,Drug interaction,1,22,2,228,5.0,1.20506,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10013687,Drug eruption,1,22,1,229,10.0,1.3972,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10050473,Abscess limb,1,22,1,229,10.0,1.3972,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10049193,Drug exposure during pregnancy,3,20,1,229,30.0,1.1338,0.130435
161,Acetaminophen,1546438,glycopyrronium,10016173,Fall,1,22,2,228,5.0,1.20506,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10022116,Injury,1,22,3,227,3.33333,1.1338,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10005555,Blood glucose decreased,1,22,1,229,10.0,1.3972,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10047895,Weight decreased,3,20,3,227,10.0,0.786664,0.130435
161,Acetaminophen,1546438,glycopyrronium,10027417,Metabolic acidosis,1,22,1,229,10.0,1.3972,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10003988,Back pain,1,22,2,228,5.0,1.20506,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10019211,Headache,1,22,6,224,1.66667,1.05775,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10027175,Memory impairment,3,20,3,227,10.0,0.786664,0.130435
161,Acetaminophen,1546438,glycopyrronium,10044565,Tremor,1,22,2,228,5.0,1.20506,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10041349,Somnolence,3,20,2,228,15.0,0.886288,0.130435
161,Acetaminophen,1546438,glycopyrronium,10013395,Disorientation,3,20,1,229,30.0,1.1338,0.130435
161,Acetaminophen,1546438,glycopyrronium,10049119,Emotional distress,1,22,2,228,5.0,1.20506,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10048294,Mental status changes,1,22,1,229,10.0,1.3972,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10038435,Renal failure,2,21,3,227,6.66667,0.886288,0.0869565
161,Acetaminophen,1546438,glycopyrronium,10037855,Rash erythematous,1,22,2,228,5.0,1.20506,0.0434783
161,Acetaminophen,1546438,glycopyrronium,10053762,Off label use,1,22,3,227,3.33333,1.1338,0.0434783
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10002034,Anaemia,6,103,10,1080,6.0,0.506532,0.0550459
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10009802,Coagulopathy,2,107,3,1087,6.66667,0.907327,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10018916,Haemolytic anaemia,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10023126,Jaundice,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10029547,Non-Hodgkin's lymphoma,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10021245,Idiopathic thrombocytopenic purpura,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10043554,Thrombocytopenia,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10025197,Lymphadenopathy,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10006093,Bradycardia,1,108,6,1084,1.66667,1.07544,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10003658,Atrial fibrillation,1,108,7,1083,1.42857,1.06431,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10061024,Cardiac disorder,1,108,8,1082,1.25,1.05589,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10007649,Cardiovascular disorder,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013573,Dizziness,7,102,26,1064,2.69231,0.413796,0.0642202
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10042772,Syncope,2,107,5,1085,4.0,0.830607,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013968,Dyspnoea,3,106,39,1051,0.769231,0.590663,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013971,Dyspnoea exertional,2,107,1,1089,20.0,1.22062,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10008469,Chest discomfort,2,107,8,1082,2.5,0.784161,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10008479,Chest pain,7,102,19,1071,3.68421,0.430577,0.0642202
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10030124,Oedema peripheral,3,106,16,1074,1.875,0.621081,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10007559,Cardiac failure congestive,1,108,7,1083,1.42857,1.06431,0.00917431
